136396,yes,0,0,3
136395,no,0,0,0
136394,no,0,0,0
136393,no,0,0,0
136392,yes,0,0,1
136391,no,0,0,0
136390,yes,0,0,2
136389,yes,0,1,0
136388,no,0,0,0
136387,yes,0,0,6
136386,no,0,0,0
136385,no,0,0,0
136384,no,0,0,0
136383,no,0,0,0
136382,no,0,0,0
136381,yes,0,2,0
136380,no,0,0,0
136379,no,0,0,0
136378,no,0,0,0
136377,no,0,0,0
136376,no,0,0,0
136375,no,0,0,0
136374,no,0,0,0
136373,no,0,0,0
136372,no,0,0,0
136371,yes,0,0,1
136370,no,0,0,0
136369,no,0,0,0
136368,no,0,0,0
136367,no,0,0,0
136366,no,0,0,0
136365,no,0,0,0
136364,no,0,0,0
136363,no,0,0,0
136362,no,0,0,0
136361,no,0,0,0
136360,no,0,0,0
136359,no,0,0,0
136358,no,0,0,0
136357,no,0,0,0
136356,no,0,0,0
136355,no,0,0,0
136354,no,0,0,0
136353,no,0,0,0
136352,no,0,0,0
136351,no,0,0,0
136350,no,0,0,0
136349,yes,0,1,0
136348,no,0,0,0
136347,no,0,0,0
136346,no,0,0,0
136345,no,0,0,0
136344,yes,0,1,0
136343,no,0,0,0
136342,yes,0,0,3
136341,yes,0,0,2
136340,no,0,0,0
136339,no,0,0,0
136338,no,0,0,0
136337,no,0,0,0
136336,yes,0,2,1
136335,no,0,0,0
136334,no,0,0,0
136333,yes,0,0,1
136332,no,0,0,0
136331,yes,0,0,4
136330,no,0,0,0
136329,no,0,0,0
136328,no,0,0,0
136327,yes,0,1,7
136326,no,0,0,0
136325,no,0,0,0
136324,no,0,0,0
136323,no,0,0,0
136322,yes,0,2,1
136321,yes,0,1,0
136320,no,0,0,0
136319,no,0,0,0
136318,no,0,0,0
136317,no,0,0,0
136316,yes,1,0,1
136315,no,0,0,0
136314,no,0,0,0
136313,no,0,0,0
136312,no,0,0,0
136311,yes,0,4,0
136310,no,0,0,0
136309,no,0,0,0
136308,no,0,0,0
136307,yes,0,0,1
136306,no,0,0,0
136305,no,0,0,0
136304,no,0,0,0
136303,yes,0,0,2
136302,no,0,0,0
136301,no,0,0,0
136300,no,0,0,0
136299,no,0,0,0
136298,no,0,0,0
136297,no,0,0,0
136296,no,0,0,0
136295,yes,0,0,1
136294,no,0,0,0
136293,no,0,0,0
136292,no,0,0,0
136291,yes,0,1,6
136290,no,0,0,0
136289,no,0,0,0
136288,no,0,0,0
136287,no,0,0,0
136286,no,0,0,0
136285,yes,0,8,0
136284,no,0,0,0
136283,no,0,0,0
136282,no,0,0,0
136281,no,0,0,0
136280,no,0,0,0
136279,no,0,0,0
136278,yes,0,1,0
136277,no,0,0,0
136276,yes,0,2,0
136275,yes,0,0,2
136274,no,0,0,0
136273,no,0,0,0
136272,no,0,0,0
136271,no,0,0,0
136270,no,0,0,0
136269,yes,0,0,1
136268,yes,1,1,0
136267,no,0,0,0
136266,no,0,0,0
136265,no,0,0,0
136264,yes,0,1,0
136263,no,0,0,0
136262,yes,0,0,1
136261,yes,0,0,1
136260,yes,0,11,6
136259,no,0,0,0
136258,no,0,0,0
136257,no,0,0,0
136256,yes,0,1,0
136255,no,0,0,0
136254,no,0,0,0
136253,no,0,0,0
136252,no,0,0,0
136251,yes,0,0,1
136250,yes,0,0,3
136249,no,0,0,0
136248,no,0,0,0
136247,no,0,0,0
136246,no,0,0,0
136245,no,0,0,0
136244,no,0,0,0
136243,no,0,0,0
136242,yes,0,0,2
136241,no,0,0,0
136240,no,0,0,0
136239,no,0,0,0
136238,yes,0,2,0
136237,no,0,0,0
136236,no,0,0,0
136235,no,0,0,0
136234,no,0,0,0
136233,no,0,0,0
136232,no,0,0,0
136231,no,0,0,0
136230,no,0,0,0
136229,no,0,0,0
136228,no,0,0,0
136227,no,0,0,0
136226,no,0,0,0
136225,no,0,0,0
136224,no,0,0,0
136223,no,0,0,0
136222,no,0,0,0
136221,no,0,0,0
136220,no,0,0,0
136219,yes,0,0,1
136218,no,0,0,0
136217,no,0,0,0
136216,no,0,0,0
136215,no,0,0,0
136214,no,0,0,0
136213,no,0,0,0
136212,no,0,0,0
136211,no,0,0,0
136210,no,0,0,0
136209,no,0,0,0
136208,no,0,0,0
136207,no,0,0,0
136206,no,0,0,0
136205,no,0,0,0
136204,no,0,0,0
136203,no,0,0,0
136202,no,0,0,0
136201,no,0,0,0
136200,no,0,0,0
136199,yes,0,1,2
136198,no,0,0,0
136197,yes,0,1,0
136196,no,0,0,0
136195,no,0,0,0
136194,no,0,0,0
136193,no,0,0,0
136192,yes,0,1,0
136191,no,0,0,0
136190,no,0,0,0
136189,no,0,0,0
136188,no,0,0,0
136187,no,0,0,0
136186,no,0,0,0
136185,no,0,0,0
136184,no,0,0,0
136183,no,0,0,0
136182,no,0,0,0
136181,no,0,0,0
136180,yes,0,1,1
136179,no,0,0,0
136178,yes,0,0,5
136177,no,0,0,0
136176,yes,0,0,2
136175,no,0,0,0
136174,yes,0,1,0
136173,no,0,0,0
136172,no,0,0,0
136171,yes,0,0,1
136170,no,0,0,0
136169,yes,0,2,0
136168,no,0,0,0
136167,no,0,0,0
136166,no,0,0,0
136165,no,0,0,0
136164,no,0,0,0
136163,no,0,0,0
136162,no,0,0,0
136161,no,0,0,0
136160,no,0,0,0
136159,no,0,0,0
136158,no,0,0,0
136157,no,0,0,0
136156,no,0,0,0
136155,yes,0,0,1
136154,no,0,0,0
136153,no,0,0,0
136152,no,0,0,0
136151,no,0,0,0
136150,no,0,0,0
136149,yes,0,0,1
136148,no,0,0,0
136147,no,0,0,0
136146,no,0,0,0
136145,no,0,0,0
136144,no,0,0,0
136143,yes,0,0,1
136142,no,0,0,0
136141,yes,0,1,0
136140,no,0,0,0
136139,yes,0,0,1
136138,no,0,0,0
136137,no,0,0,0
136136,yes,0,2,0
136135,no,0,0,0
136134,no,0,0,0
136133,no,0,0,0
136132,no,0,0,0
136131,no,0,0,0
136130,no,0,0,0
136129,yes,0,0,1
136128,no,0,0,0
136127,no,0,0,0
136126,no,0,0,0
136125,no,0,0,0
136124,no,0,0,0
136123,no,0,0,0
136122,no,0,0,0
136121,no,0,0,0
136120,no,0,0,0
136119,no,0,0,0
136118,no,0,0,0
136117,no,0,0,0
136116,no,0,0,0
136115,no,0,0,0
136114,yes,0,1,0
136113,no,0,0,0
136112,no,0,0,0
136111,no,0,0,0
136110,yes,0,1,5
136109,no,0,0,0
136108,yes,0,2,0
136107,no,0,0,0
136106,no,0,0,0
136105,yes,0,0,5
136104,yes,0,0,1
136103,no,0,0,0
136102,no,0,0,0
136101,no,0,0,0
136100,yes,0,0,1
136099,no,0,0,0
136098,no,0,0,0
136097,yes,0,1,0
136096,yes,0,5,18
136095,no,0,0,0
136094,yes,0,2,0
136093,no,0,0,0
136092,no,0,0,0
136091,no,0,0,0
136090,no,0,0,0
136089,no,0,0,0
136088,no,0,0,0
136087,no,0,0,0
